CAPENT_ID	TIPO_CAPITOLO	ANNO_ESERCIZIO	NUMERO_CAPITOLO	NUMERO_ARTICOLO	NUMERO_UEB	DESCRIZIONE	DESCRIZIONE_ARTICOLO	TITOLO	TIPOLOGIA	CATEGORIA	PDC_FIN_QUARTO	PDC_FIN_QUINTO	NOTE	FLAG_RILEVANTE_IVA	FLAG_PER_MEMORIA	TIPO_FINANZIAMENTO	TIPO_VINCOLO	TIPO_FONDO	SIOPE_LIVELLO_1	SIOPE_LIVELLO_2	SIOPE_LIVELLO_3	CLASSIFICATORE_1	CLASSIFICATORE_2	CLASSIFICATORE_3	CLASSIFICATORE_4	CLASSIFICATORE_5	CLASSIFICATORE_6	CLASSIFICATORE_7	CLASSIFICATORE_8	CLASSIFICATORE_9	CLASSIFICATORE_10	CLASSIFICATORE_11	CLASSIFICATORE_12	CLASSIFICATORE_13	CLASSIFICATORE_14	CLASSIFICATORE_15	CENTRO_RESP	CDC	CLASSE_CAPITOLO	FLAG_ACCERTABILE	STANZIAMENTO_INIZIALE	STANZIAMENTO_INIZIALE_RES	STANZIAMENTO_INIZIALE_CASSA	STANZIAMENTO	STANZIAMENTO_RES	STANZIAMENTO_CASSA	STANZIAMENTO_INIZIALE_ANNO2	STANZIAMENTO_ANNO2	STANZIAMENTO_INIZIALE_ANNO3	STANZIAMENTO_ANNO3	FL_MIGRATO	DATA_INS	ENTE_PROPRIETARIO_ID
2008	CAP-EG	2016	1373000	0	1	EX1373000 - RIMBORSO DA CONSORZIO DEI COMUNI PER ANTICIPAZIONE FONDI DOCUP CASTELLO DI QUINTO FIN. CAP. SPESA 6949000		4000000	4050000	4050400	E.4.05.04.99.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1831	CAP-EG	2016	450000	0	1	EX450000 - CONTRIBUTO REGIONE PIEMONTE PER SBN - FIN CAP.SPESA 2100001/2100002/2122001		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	10000	71220,39	81220,39	0	10000	0	0	N	03/02/2016 10:37:04	30
1932	CAP-EG	2016	1107000	0	1	EX1107000 - CONCORSO UTENTI PER SERVIZIO PRE-POST SCUOLA E TRASPORTO SCOLASTICO		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						080		STD	S	0	0	0	25000	0	25000	0	25000	0	0	N	03/02/2016 10:37:04	30
1789	CAP-EG	2016	1109000	0	1	EX1109000 - PROGETTO CODICE A SBARRE - FONDI SOCIALI EUROPEI (FINANZIA CAP 4361/0)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1933	CAP-EG	2016	1115000	0	1	EX1115000 - CONCORSO DAGLI UTENTI PER CORSI DI GINNASTICA PER ANZIANI		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						080		STD	S	0	0	0	12000	485	12485	0	12000	0	0	N	03/02/2016 10:37:04	30
1909	CAP-EG	2016	1117000	0	1	EX1117000 - RIMBORSO DELLA CASSA DD.PP DI INTERESSI SU SOMME NON EROGATE IN CONTO MUTUO		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	35000	0	35000	0	35000	0	0	N	03/02/2016 10:37:04	30
1866	CAP-EG	2016	620004	0	1	EX620004 - DIRITTI DI SEGRETERIA RILASCIO CONCESSIONI EDILI		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						050		STD	S	0	0	0	47000	1486,84	48486,84	0	47000	0	0	N	03/02/2016 10:37:04	30
1892	CAP-EG	2016	914000	0	1	EX914000 - FITTI DA ASSOCIAZIONI		3000000	3010000	3010300	E.3.01.03.02.000			N	N																						030		STD	S	0	0	0	15000	9476,06	24476,06	0	15000	0	0	N	03/02/2016 10:37:04	30
1940	CAP-EG	2016	525000	0	1	EX525000 - CONTRIBUTO DELLA BIVERBANCA SPA AI SENSI DELLA CONVENZIONE DI TESORERIA		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	50000	0	50000	0	50000	0	0	N	03/02/2016 10:37:04	30
1988	CAP-EG	2016	1375000	0	1	EX1375000 - INTROITO DA BENI MOBILI		4000000	4040000	4040100	E.4.04.01.03.000			N	N																						030		STD	S	0	0	0	5000	0	5000	0	5000	0	0	N	03/02/2016 10:37:04	30
2013	CAP-EG	2016	1582000	0	1	EX1582000 - RISCOSSIONE SOMME DA ACCENSIONE MUTUI LEGGE 179 EDILIZIA ESERCIZIO 1995		6000000	6030000	6030100	E.6.03.01.01.000			N	N																						030		STD	S	0	0	0	0	465194,78	465194,78	0	0	0	0	N	03/02/2016 10:37:04	30
2014	CAP-EG	2016	1584000	0	1	EX1584000 - RISCOSSIONE SOMME DA ACCENSIONE MUTUI CASSA DD. PP. 		6000000	6030000	6030100	E.6.03.01.04.000			N	N																						030		STD	S	0	0	0	793042,54	2659157,63	3452200,17	0	200000	0	0	N	03/02/2016 10:37:04	30
131305	CAP-EG	2016	1597000	0	1	EX1597000 - RIMBORSO SPESE PER CONSULTAZIONI ELETTORALI (CAP. SPESA 8972000)		9000000	9010000	9019900	E.9.01.99.99.000			N	N																						030		STD	S	0	0	0	0	133366,05	133366,05	0	0	0	0	N	03/02/2016 10:37:04	30
2033	CAP-EG	2016	1597002	0	1	EX1597002 - RIMBORSO SPESE PER CONSULTAZIONI ELETTORALI(CAP. SPESA 8973/0)		9000000	9010000	9019900	E.9.02.02.01.000			N	N																						040		STD	S	0	0	0	0	56382,1	56382,1	0	0	0	0	N	03/02/2016 10:37:04	30
2028	CAP-EG	2016	1600001	0	1	EX1600000 - RITENUTE ERARIALI SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010300	E.9.01.03.01.000			N	N																						040		STD	S	0	0	0	425000	0	425000	0	425000	0	0	N	03/02/2016 10:37:04	30
2021	CAP-EG	2016	1600000	0	1	EX1600000 - RITENUTE ERARIALI SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010200	E.9.01.02.01.000			N	N																						040		STD	S	0	0	0	1190000	243582,53	1433582,53	0	1190000	0	0	N	03/02/2016 10:37:04	30
2019	CAP-EG	2016	1600002	0	1	EX1600000 - RITENUTE ERARIALI SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010100	E.9.01.01.01.000			N	N																						040		STD	S	0	0	0	85000	0	85000	0	85000	0	0	N	03/02/2016 10:37:04	30
2027	CAP-EG	2016	1601001	0	1	EX1601000 - RITENUTE ADDIZIONALE IRPEF SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010200	E.9.01.03.01.000			N	N																						040		STD	S	0	0	0	37500	0	37500	0	37500	0	0	N	03/02/2016 10:37:04	30
2020	CAP-EG	2016	1601000	0	1	EX1601000 - RITENUTE ADDIZIONALE IRPEF SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010100	E.9.01.02.01.000			N	N																						040		STD	S	0	0	0	112500	0	112500	0	112500	0	0	N	03/02/2016 10:37:04	30
2026	CAP-EG	2016	1602001	0	1	EX1602000 - RITENUTA ADDIZIONALE IRPEF COMUNALE SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010100	E.9.01.03.01.000			N	N																						040		STD	S	0	0	0	15000	0	15000	0	15000	0	0	N	03/02/2016 10:37:04	30
2024	CAP-EG	2016	1602000	0	1	EX1602000 - RITENUTA ADDIZIONALE IRPEF COMUNALE SU EMOLUMENTI AL PERSONALE PER INDENNITA', GETTONI DI PRESENZA ED ALTRI ASSEGNI, SU INDENNITA' DI CARICA E COMPENSI PROFES		9000000	9010000	9010100	E.9.01.02.99.000			N	N																						040		STD	S	0	0	0	45000	18,92	45018,92	0	45000	0	0	N	03/02/2016 10:37:04	30
2025	CAP-EG	2016	1610000	0	1	EX1610000 - RITENUTE DIVERSE PER CESSIONE, SEQUESTRI ED ANTICIPAZIONI SUGLI ASSEGNI AL PERSONALE		9000000	9010000	9010200	E.9.01.02.99.000			N	N																						040		STD	S	0	0	0	180000	0	180000	0	180000	0	0	N	03/02/2016 10:37:04	30
1764	CAP-EG	2016	24000	0	1	EX24000 - COMPARTECIPAZIONE 5 PER MILLE IRPEF		1000000	1010400	1010406	E.1.01.04.06.000			N	N																						030		STD	S	0	0	0	8000	10135,54	18135,54	0	8000	0	0	N	03/02/2016 10:37:04	30
1884	CAP-EG	2016	917000	0	1	EX917000 - CANONI IMPIANTI PUBBLICITARI		3000000	3010000	3010300	E.3.01.03.01.000			N	N																						030		STD	S	0	0	0	445000	0	445000	0	445000	0	0	N	03/02/2016 10:37:04	30
1924	CAP-EG	2016	712000	0	1	EX712000 - PROVENTI ATTIVITA' ISTRUTTORIA AUTORIZZAZIONI IMPIANTI TELEFONIA (FIN.CAP.SPESA 2599/10)		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						050		STD	S	0	0	0	4000	0	4000	0	4000	0	0	N	03/02/2016 10:37:04	30
1946	CAP-EG	2016	524000	0	1	EX524000 - CONTRIBUTO DA PRIVATI PER PROGETTO INNAMORARTE		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						080		STD	S	0	0	0	0	15000	15000	0	0	0	0	N	03/02/2016 10:37:04	30
1814	CAP-EG	2016	617000	0	1	EX617000 - RIMBORSO DALLA COMUNITA' MONTANA VALSESIA - PROGETTI DI ADOZIONE - FIN. CAP. SPESA 3856002		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1955	CAP-EG	2016	1751000	0	1	EX1751000 - CONTRIBUTO REGIONALE PER BONIFICA AREA EX MONTECATINI 		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1799	CAP-EG	2016	348002	0	1	EX348002 - CONTRIBUTO REGIONALE PER RETTE RICOVERO ANZIANI		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	90000	90000	0	0	0	0	N	03/02/2016 10:37:04	30
1957	CAP-EG	2016	1754001	0	1	EX1754001 - CONTRIBUTO REGIONALE PER INTERVENTI DI BONIFICA SITO DENOMINATO "EX DISCARICA MONTEFIBRE" 		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1795	CAP-EG	2016	336007	0	1	EX336007 - CONTRIBUTO REGIONALE PER PROMOZIONE AFFIDO FAMIGLIARE - FIN CAP. SPESA 3822/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1797	CAP-EG	2016	344000	0	1	EX344000 - CONTRIBUTO REGIONALE PROGETTO AREE VERDI - FIN CAP. SPESA 3832/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	2880,08	2880,08	0	0	0	0	N	03/02/2016 10:37:04	30
1803	CAP-EG	2016	356000	0	1	EX356000 - CONTRIBUTO REGIONALE ASSISTENZA AI MINORI ILLEGITTIMI - FIN. CAP. SPESA 3816/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	28411,54	55714,92	84126,46	0	28411,54	0	0	N	03/02/2016 10:37:04	30
1804	CAP-EG	2016	357000	0	1	EX357000 - ASSISTENZA AI MINORI ILLEGITTIMI-RETTE COMUNITA' - FIN CAP. SPESA 3817/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	30000	46827,33	76827,33	0	30000	0	0	N	03/02/2016 10:37:04	30
1930	CAP-EG	2016	745000	0	1	EX745000 - ENTRATE DA ATENA TRADING PER FONDO CONTRIBUTO PER CITTADINI IN CONDIZIONI DI DISAGIO		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1993	CAP-EG	2016	1360004	0	1	EX1360004 - INTROITO DA ALIENAZIONE IMMOBILE EX FONDAZIONE AVOGADRO PER CASTELLO DI QUINTO		4000000	4040000	4040200	E.4.04.01.08.000			N	N																						030		STD	S	0	0	0	0	0	0	0	650000	0	0	N	03/02/2016 10:37:04	30
1979	CAP-EG	2016	1437000	0	1	EX1437000 - CONTRIBUTO REGIONALE PER SOSTEGNO ALLE AZIONI RIVOLTE AI SERVIZI PER LA PRIMA INFANZIA PER BAMBINI IN LISTA D'ATTESA		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						070		STD	S	0	0	0	0	71428,57	71428,57	0	0	0	0	N	03/02/2016 10:37:04	30
1959	CAP-EG	2016	1764000	0	1	EX1764000 - CONTRIBUTO REGIONALE PER CITTADELLA DELLA CULTURA		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	250000	250000	0	0	0	0	N	03/02/2016 10:37:04	30
2009	CAP-EG	2016	1502001	0	1	EX1502001 - CONTRIBUTO DA CRAL COMUNALE PER REALIZZAZIONE CAMPI DA TENNIS		4000000	4050000	4050400	E.4.05.04.99.000			N	N																						060		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1974	CAP-EG	2016	1750000	0	1	EX1750000 - CONTRIBUTO REGIONE PIEMONTE PER INTERVENTI SU VIABILITA' 		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1813	CAP-EG	2016	615000	0	1	EX615000 - RIMBORSO DA ENTI PER INDAGINI SULLE ADOZIONI 		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	5186,84	5186,84	0	0	0	0	N	03/02/2016 10:37:04	30
1807	CAP-EG	2016	418000	0	1	EX418000 - CONTRIBUTO REGIONALE PROGETTO "DONNE COMMERCIANTI VINCENTI" - FIN. CAP. 4188/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	4500	4500	0	0	0	0	N	03/02/2016 10:37:04	30
1975	CAP-EG	2016	1765001	0	1	EX1765001 - CONTRIBUTO REGIONALE PER SISTEMAZIONE PALAZZO CENTORI (FIN. CAP. 7622/1)		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1954	CAP-EG	2016	1749002	0	1	EX1749002 - CONTRIBUTO REGIONALE PER AMPLIAMENTO CASCINA LAVINO (FIN CAP. 8066/1)		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	38193,74	38193,74	0	0	0	0	N	03/02/2016 10:37:04	30
1981	CAP-EG	2016	1756002	0	1	EX1756002 - CONTRIBUTO REGIONALE PER RINNOVO PARCO AUTOBUS (FIN CAP.8236)		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						090		STD	S	0	0	0	0	163605,05	163605,05	0	0	0	0	N	03/02/2016 10:37:04	30
1949	CAP-EG	2016	740000	0	1	EX740000 - CONTRIBUTO DA PARTE DELLA FONDAZIONE CASSA DI RISPARMIO DI VERCELLI		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						080		STD	S	0	0	0	120000	120000	240000	0	120000	0	0	N	03/02/2016 10:37:04	30
1783	CAP-EG	2016	578000	0	1	EX578000 - ATTIVITA' DI GESTIONE PROGETTAZIONE SERVIZIO CIVILE PER UNIVERSITA' (FINANZIA CAP. 148000)		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						040		STD	S	0	0	0	2000	2000	4000	0	2000	0	0	N	03/02/2016 10:37:04	30
1847	CAP-EG	2016	530000	0	1	EX530000 - CONTRIBUTO DA A.G.E.A. DI ROMA PER PRODOTTI LATTIERO CASEARI NELLE SCUOLE		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	5000	0	5000	0	5000	0	0	N	03/02/2016 10:37:04	30
1823	CAP-EG	2016	399001	0	1	EX399001 - RIMBORSO DA ASL 11 PER QUOTE FREQUENZA CENTRO DISABILI FIN. PER QUOTA PARTE CAP. SPESA 3772003		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	170000	78478,14	248478,14	0	170000	0	0	N	03/02/2016 10:37:04	30
1890	CAP-EG	2016	911001	0	1	EX911001 - RECUPERO MOROSITA' CANONI ANNESSI ATC		3000000	3010000	3010300	E.3.01.03.02.000			N	N																						030		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1805	CAP-EG	2016	415004	0	1	EX415004 - CONTRIBUTO REGIONE PIEMONTE PER FINANZIAMENTO PROGETTO QUALIFICAZIONE DEL LAVORO DELLE ASSISTENTI FAMIGLIARI - FIN. CAP. SPESA 3853000/3854000		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1963	CAP-EG	2016	1562000	0	1	EX1562000 - CONTRIBUTO DA ALTRI ENTI DEL SETTORE PUBBLICO PER PROGETTAZIONE E REALIZZAZIONE RISOTECA (FINANZIA CAP. N. 7627001)		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	390000	390000	0	0	0	0	N	03/02/2016 10:37:04	30
1968	CAP-EG	2016	1672000	0	1	EX1672000 - CONTRIBUTO REGIONALE PER RIFACIMENTO COPERTURA E BONIFICA AMIANTO EDIFICI COMUNALI 		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						060		STD	S	0	0	0	150000	0	150000	0	0	0	0	N	03/02/2016 10:37:04	30
1948	CAP-EG	2016	535003	0	1	EX535003 - CONTRIBUTO DA ATL PER PROGETTO "UNA CITTA' MUSEO"		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						080		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1833	CAP-EG	2016	735000	0	1	EX735000 - CONTRIBUTO REGIONALE PER PROGETTO "UNA CITTA' MUSEO"		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1947	CAP-EG	2016	535002	0	1	EX535002 - CONTRIBUTO DALLA CASSA DI RISPARMIO DI VERCELLI PER PROGETTO "UNA CITTA' MUSEO"- FIN. PER QUOTA PARTE CAP. 2368/0		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						080		STD	S	0	0	0	0	50000	50000	0	0	0	0	N	03/02/2016 10:37:04	30
1822	CAP-EG	2016	392000	0	1	EX392000 - CONTRIBUTO DA ASL 11 PER PROGETTO SPORTELLO UNICO - COMPARTECIPAZIONE SPESA SERVIZI SOCIALI - FIN. CAP. SPESA N. 3278000		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	16200	16200	0	0	0	0	N	03/02/2016 10:37:04	30
1817	CAP-EG	2016	402000	0	1	EX402000 - CONTRIBUTO PROVINCIALE PER PROGETTO CANTIERI DETENUTI FIN. CAP. SPESA N. 3279000 E 3280000		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	1960,5	10662,14	12622,64	0	1960,5	0	0	N	03/02/2016 10:37:04	30
1941	CAP-EG	2016	795002	0	1	EX795002 - ENTRATA PER SERVIZI DI POLIZIA LOCALE ESPLETATI PER CONTO DI PRIVATI PER QUOTA PARTE FIN. CAP. 1185/3 - 1185/2 E 1185/4 		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						040		STD	S	0	0	0	4000	0	4000	0	4000	0	0	N	03/02/2016 10:37:04	30
2015	CAP-EG	2016	1584003	0	1	EX1584003 - RISCOSSIONE DI SOMME DA ACCENSIONE DI MUTUO PASSIVO FLESSIBILE CON LA CASSA DDPP		6000000	6030000	6030100	E.6.03.01.04.000			N	N																						030		STD	S	0	0	0	1287622,93	0	1287622,93	0	0	0	0	N	03/02/2016 10:37:04	30
1845	CAP-EG	2016	273000	0	1	EX273000 - LEGGE REGIONALE 28/07 ART. 32 - TRASFERIMENTO DI RISORSE AGLI ENTI LOCALI PER LA GESTIONE DELLE FUNZIONI ATTRIBUITE - FIN. CAP. SPESA N. 1960/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						080		STD	S	0	0	0	1334,01	0	1334,01	0	1334,01	0	0	N	03/02/2016 10:37:04	30
1856	CAP-EG	2016	373000	0	1	EX373000 - CONTRIBUTO EUROPEO PER LA REALIZZAZIONE DEL PROGETTO TRAILBLAZER - FIN. CAP. SPESA 2620/0		2000000	2010500	2010501	E.2.01.05.01.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1782	CAP-EG	2016	578001	0	1	EX578001 - CONTRIBUTO REGIONALE PER PROGETTUALITA' IN AMBITO DEL SERVIZIO CIVILE - FIN. PER QUOTA PARTE CAPITOLI DI SPESA 148/0 		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						040		STD	S	0	0	0	1800	1530	3330	0	1800	0	0	N	03/02/2016 10:37:04	30
1791	CAP-EG	2016	321003	0	1	EX321003 - FONDO RIEQUILIBRIO PER ATTIVITA' SOCIO ASSISTENZIALE		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	41701,01	41701,01	0	0	0	0	N	03/02/2016 10:37:04	30
1816	CAP-EG	2016	386000	0	1	EX386000 - CONTRIBUTO PROVINCIALE PER CONVENZIONE PER PRESTAZIONI SOCIALI PRESSO PROCURA		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1880	CAP-EG	2016	756000	0	1	EX756000 - PROVENTI TESSERE BIKE - SHARING		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						090		STD	S	0	0	0	1000	0	1000	0	1000	0	0	N	03/02/2016 10:37:04	30
1787	CAP-EG	2016	567000	0	1	EX567000 - CONTRIBUTO PROVINCIALE  PER IL COMPLETAMENTO DEL SERVIZIO INTEGRATO DELLA GESTIONE DEI RIFIUTI 		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
2007	CAP-EG	2016	1765004	0	1	EX1765004 - CONTRIBUTO DA PRIVATI PER PROGETTI DI RIQUALIFICAZIONE URBANISTICA		4000000	4050000	4050400	E.4.05.04.99.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1818	CAP-EG	2016	539000	0	1	EX539000 - CONTRIBUTO PROVINCIALE PROGETTO SICUREZZA INTEGRATA FIN.CAP. 3882/0 3882/1 		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1857	CAP-EG	2016	544000	0	1	EX544000 - FONDI EUROPEI DA DESTINARE A "PROGETTO I COLORI DELLA VITA"  FINANZIA CAP. SPESA 3896/0-3896/1		2000000	2010500	2010501	E.2.01.05.01.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1987	CAP-EG	2016	1459000	0	1	EX1459000 - CONTRIBUTO ARCUS PER LA REALIZZAZIONE DELLA CITTADELLA DELLA CULTURA 		4000000	4020000	4020300	E.4.03.12.99.000			N	N																						050		STD	S	0	0	0	700000	0	700000	0	0	0	0	N	03/02/2016 10:37:04	30
1962	CAP-EG	2016	1460000	0	1	EX1460000 - CONTRIBUTO IN CONTO CAPITALE DA PARTE DEL CONSORZIO DEI COMUNI PER LA REALIZZAZIONE DE "LA RISOTECA"		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1868	CAP-EG	2016	757000	0	1	EX757000 - PROVENTI DA FONTANILI PER LA DISTRIZUZIONE DELL'ACQUA CITTADINA - SERVIZIO RILEVANTE IVA		3000000	3010000	3010200	E.3.01.02.01.000			N	N																						050		STD	S	0	0	0	6000	0	6000	0	6000	0	0	N	03/02/2016 10:37:04	30
1943	CAP-EG	2016	402002	0	1	EX402002 - CONTRIBUTO COVERFOP PER PROGETTO SUPPORTO FORMATIVO - FIN. CAP. SPESA 3279004		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						070		STD	S	0	0	0	9350	0	9350	0	9350	0	0	N	03/02/2016 10:37:04	30
1953	CAP-EG	2016	1726000	0	1	EX1726000 - CONTRIBUTO REGIONALE PER PROGETTO INTEGRATO DI SVILUPPO URBANO (PISU) NELL'AMBITO DEL F.E.S.R 2007/2013		4000000	4020000	4020100	E.4.02.01.02.000			N	N																						050		STD	S	0	0	0	0	2560000	2560000	0	0	0	0	N	03/02/2016 10:37:04	30
1777	CAP-EG	2016	480000	0	1	EX480000 - TRASFERIMENTO PER ATTIVITA' CENSUARIA - FIN. CAPITOLO SPESA 663000		2000000	2010100	2010101	E.2.01.01.01.000			N	N																						040		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1806	CAP-EG	2016	488000	0	1	EX488000 - CONTRIBUTO LEGGE REGIONALE 13/89 PER ELIMINAZIONE BARRIERE ARCHITETTONICHE   - CAP. SPESA 3884/0		2000000	2010100	2010102	E.2.01.01.02.000			N	N																						070		STD	S	0	0	0	0	0	0	0	0	0	0	N	03/02/2016 10:37:04	30
1921	CAP-EG	2016	1237000	0	1	EX1237000 - RIMBORSI PER SERVIZI DI RILEVAZIONE ISTAT 		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						040		STD	S	0	0	0	20000	1930,65	21930,65	0	20000	0	0	N	03/02/2016 10:37:04	30
1937	CAP-EG	2016	1238000	0	1	EX1238000 - RIMBORSI PER SPESE SOSTENUTE PER CONVOCAZIONE COMMISSIONE COMUNALE DI VIGILANZA SU LOCALI DI PUBBLICO SPETTACOLO (FIN.CAP. SPESA 1274000)		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						090		STD	S	0	0	0	600	0	600	0	600	0	0	N	03/02/2016 10:37:04	30
1914	CAP-EG	2016	1174001	0	1	EX1174001 - RIMBORSI PER SPESE ANTICIPATE PER CANONI DIVERSI - CORRELATO A SPESA CAP. 803/0		3000000	3050000	3050200	E.3.05.99.99.000			N	N																						030		STD	S	0	0	0	15000	4719,06	19719,06	0	15000	0	0	N	03/02/2016 10:37:04	30
1942	CAP-EG	2016	745001	0	1	EX745001 - CANONE CONCESSORIO DISTRIBUZIONE GAS DA A.T.En.A. PER CITTADINI IN CONDIZIONE DI DISAGIO- CAP. SPESA 3894/0		3000000	3050000	3059900	E.3.05.99.99.000			N	N																						070		STD	S	0	0	0	244000	244000	488000	0	244000	0	0	N	03/02/2016 10:37:04	30
